cms_certification_number_ccn,provider_name,provider_address,citytown,state,zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,citation_under_idr,citation_under_iidr,location,processing_date
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",E,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,E,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Nursing and Physician Services Deficiencies,0841,Designate a physician to serve as medical director responsible for implementation of resident care policies and coordination of medical care in the facility.,F,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2024-04-30,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",F,"Deficient, Provider has date of correction",2024-05-30,2,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2023-12-22,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0602,Protect each resident from the wrongful use of the resident's belongings or money.,E,"Deficient, Provider has date of correction",2024-01-21,3,N,Y,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2023-12-22,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2024-01-21,3,N,Y,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2023-10-10,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",E,"Deficient, Provider has date of correction",2023-11-09,3,N,Y,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2023-03-27,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2023-05-18,3,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415041,Woonsocket Health Center,262 Poplar Street,Woonsocket,RI,02895,2023-03-27,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,L,"Deficient, Provider has date of correction",2023-04-22,3,Y,N,N,N,N,"262 Poplar Street,Woonsocket,RI,02895",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2026-02-27,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2026-03-25,1,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-12-02,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2025-12-26,1,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-11-18,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,G,"Deficient, Provider has date of correction",2025-12-12,1,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-11-18,Health,F,Nutrition and Dietary Deficiencies,0814,Dispose of garbage and refuse properly.,F,Past Non-Compliance,2025-11-09,1,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-07-21,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,G,"Deficient, Provider has date of correction",2025-08-15,1,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2026-03-26,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2026-04-21,1,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2026-03-26,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2026-04-21,1,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2026-03-26,Health,F,Administration Deficiencies,0838,Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations (including nights and weekends) and emergencies.,C,"Deficient, Provider has date of correction",2026-04-21,1,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2026-03-26,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,E,"Deficient, Provider has date of correction",2026-04-21,1,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2024-08-01,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2024-08-21,2,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2024-08-01,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2024-08-21,2,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Resident Rights Deficiencies,0569,"Notify each resident of certain balances and convey resident funds upon discharge, eviction, or death.",B,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Quality of Life and Care Deficiencies,0679,Provide activities to meet all resident's needs.,D,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,G,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Quality of Life and Care Deficiencies,0688,"Provide appropriate care for a resident to maintain and/or improve range of motion (ROM), limited ROM and/or mobility, unless a decline is for a medical reason.",H,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,E,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2025-01-31,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-02-11,2,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2023-09-28,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",E,"Deficient, Provider has date of correction",2023-10-18,3,N,Y,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2024-02-16,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-03-05,3,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415042,"AdviniaCare Waterview Villas, LLC",1275 South Broadway,East Providence,RI,02914,2024-02-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2024-03-05,3,Y,N,N,N,N,"1275 South Broadway,East Providence,RI,02914",2026-06-01
415044,The Friendly Home,303 Rhodes Avenue,Woonsocket,RI,02895,2025-08-06,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2025-08-22,1,N,Y,N,N,N,"303 Rhodes Avenue,Woonsocket,RI,02895",2026-06-01
415044,The Friendly Home,303 Rhodes Avenue,Woonsocket,RI,02895,2025-12-19,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2026-01-18,1,Y,N,N,N,N,"303 Rhodes Avenue,Woonsocket,RI,02895",2026-06-01
415044,The Friendly Home,303 Rhodes Avenue,Woonsocket,RI,02895,2025-12-19,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2026-01-18,1,Y,N,N,N,N,"303 Rhodes Avenue,Woonsocket,RI,02895",2026-06-01
415044,The Friendly Home,303 Rhodes Avenue,Woonsocket,RI,02895,2025-12-19,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,G,"Deficient, Provider has date of correction",2026-01-18,1,Y,N,N,N,N,"303 Rhodes Avenue,Woonsocket,RI,02895",2026-06-01
415044,The Friendly Home,303 Rhodes Avenue,Woonsocket,RI,02895,2025-12-19,Health,F,Quality of Life and Care Deficiencies,0699,Provide care or services that was trauma informed and/or culturally competent.,E,"Deficient, Provider has date of correction",2026-01-18,1,Y,N,N,N,N,"303 Rhodes Avenue,Woonsocket,RI,02895",2026-06-01
415044,The Friendly Home,303 Rhodes Avenue,Woonsocket,RI,02895,2025-12-19,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2026-01-18,1,Y,N,N,N,N,"303 Rhodes Avenue,Woonsocket,RI,02895",2026-06-01
